index,category,filename,title,overall_description,content_description,content_long_description,target_description,target_long_description,target_synonyms,content_synonyms,keyword,summary
88,노령층지원,노령층지원_03.html,주택연금제도,The Housing Pension System is a service that allows homeowners to receive a monthly pension by using their house as collateral.,The content of the service is receiving a monthly pension while living in one's own home.,"The Housing Pension System allows individuals who are 55 years old or older and own a house with a market value of 9 billion won or less to receive a monthly pension. The amount of the pension is determined based on factors such as the age of the individual and the value of the house. The pension can be used for various purposes such as medical expenses, home repairs, and loan repayments.",The target of the service is individuals who are 55 years old or older and own a house with a market value of 9 billion won or less.,"The Housing Pension System is available to individuals who are 55 years old or older and own a house with a market value of 9 billion won or less. Even individuals who own multiple houses can be eligible for the service as long as the combined value of their houses is 9 billion won or less. However, individuals who own two houses with a market value exceeding 9 billion won need to sell one of the houses within 3 years in order to be eligible for the service.","{'Housing Pension System': ['Home Equity Release Scheme', 'Housing Retirement Scheme', 'Property Pension System'], '55 years old or older': ['Senior citizens', 'Elderly individuals', 'Aged 55 and above'], 'house': ['property', 'residence', 'dwelling'], 'market value': ['property value', 'real estate price', 'housing market price'], '9 billion won or less': ['less than 9 billion won', 'below 9 billion won', 'not exceeding 9 billion won'], 'multiple houses': ['more than one house', 'several properties', 'multiple residences'], 'combined value': ['total value', 'aggregate worth', 'summed up price'], 'sell': ['dispose of', 'get rid of', 'offload'], '3 years': ['three-year period', '36 months', 'a span of 3 years'], 'eligible': ['qualified', 'entitled', 'eligible to participate']}","{'monthly pension': ['regular retirement income', 'monthly retirement payment', 'periodic pension'], ""living in one's own home"": ['residing in personal residence', 'staying in own house', ""occupying one's own dwelling""], 'collateral': ['security', 'guarantee', 'pledge'], 'medical expenses': ['healthcare costs', 'medical bills', 'medical fees'], 'home repairs': ['house maintenance', 'property renovations', 'dwelling refurbishments'], 'loan repayments': ['debt payments', 'credit reimbursements', 'repaying borrowed money'], 'pension amount': ['retirement income', 'pension payment', 'pension sum'], 'age': ['years of age', 'number of years lived', 'age bracket'], 'value of the house': ['property value', 'real estate price', 'housing market price'], 'various purposes': ['different uses', 'diverse objectives', 'multiple intentions']}","['주택연금제도', '주택연금', '주택금융', '연금수령', '보유주택', '공시가격 등', '공시가격', '부동산가격', '주택가치', '집값', '가입조건', '가입한도', '최대가입금액', '가격기준', '노인', '고령자', '여성노인', '남성노인', '매월 연금수령', '연금금액', '지원금액', '종신지급', '정액형', '배우자', '배우자계속이용', '채무인수', '이사확인', '담보주택변경', '한국주택금융공사', '주택금융공사', '금융기관', '신청방법', '문의전화번호', '일정한도내에서 목돈인출', '목돈인출', '최대인출액', '용도제한', '금액조절', '의료비', '병원비', '치료비', '건강보험', '보험혜택', '주택수선비', '집수리고민', '주택청소비', '수선장비', '구조재료']","주택연금제도는 만 55세 이상 어르신을 대상으로 하며, 보유 주택의 가격이 9억 원 이하인 경우에 가입할 수 있습니다. 매월 연금을 수령하여 의료비나 주택수선비 등으로 사용할 수 있으며, 배우자가 사망하는 경우에는 계속해서 이용할 수 있습니다."
89,노령층지원,노령층지원_04.html,노후긴급자금 대부 사업,The service provides emergency funds for elderly individuals to support their living expenses.,"The service offers low-interest loans for urgent living stability funds, such as rent, medical expenses, spouse funeral expenses, and disaster recovery expenses.","The service allows individuals aged 60 and above who receive national pension to borrow emergency funds for urgent living stability, including funds for rent, medical expenses, spouse funeral expenses, and disaster recovery expenses. The loans are offered at a low interest rate, with a maximum amount of 2 times the annual pension income and up to 10 million won. The repayment period can be up to 5 years with equal monthly installments, and there is an option to choose a grace period of 1-2 years.",The service is targeted towards national pension recipients aged 60 and above.,The service is specifically designed for individuals aged 60 and above who receive national pension. These individuals are eligible to apply for the emergency funds for urgent living stability. They must visit the local office of the National Pension Service to apply for the service.,"{'national pension recipients': ['pension beneficiaries', 'pensioners', 'retirees'], 'elderly individuals': ['senior citizens', 'older adults', 'aged individuals'], 'emergency funds': ['urgent funds', 'crisis funds', 'immediate funds']}","{'low-interest loans': ['affordable loans', 'favorable loans', 'cheap loans'], 'urgent living stability funds': ['emergency living support funds', 'immediate stability funds', 'crisis stability funds'], 'rent': ['housing expenses', 'accommodation costs', 'lease payments'], 'medical expenses': ['healthcare costs', 'medical bills', 'treatment expenses'], 'spouse funeral expenses': ['bereavement costs', 'funeral fees', ""partner's burial expenses""], 'disaster recovery expenses': ['emergency restoration costs', 'catastrophe recovery expenses', 'crisis rehabilitation expenses']}","['노후긴급자금', '긴급생활안정자금', '대부사업', '국민연금', '수급자', '전·월세자금', '의료비', '배우자장제비', '재해복구비', '저금리 대출', '연간 연금수령액', '대출한도', '최대 1,000만원', '신청 방법', '국민연금공단', '문의', '콜센터', '생활안정']","노후긴급자금 대부 사업은 60세 이상의 국민연금 수급자를 대상으로, 전·월세자금, 의료비, 배우자 장제비, 재해복구비 등의 긴급 생활안정자금을 저금리로 대출하는 서비스입니다. 최대 5년 원금균등 분할상환으로 제공되며, 연간 연금수령액의 2배 이내, 최고 1,000만 원까지 대출이 가능합니다."
90,노령층지원,노령층지원_05.html,은퇴금융 아카데미,The Retirement Finance Academy,Financial knowledge and retirement lifestyle information education,"The Retirement Finance Academy provides education on financial knowledge such as asset management, retirement financial products, credit and debt management, as well as various lifestyle information for retirement.",People who need education on economic and financial knowledge for retirement preparation,The Retirement Finance Academy is designed for individuals who require education on economic and financial knowledge to prepare for retirement.,"{'retirement preparation': ['retirement planning', 'retirement readiness', 'preparing for retirement'], 'economic and financial knowledge': ['financial literacy', 'financial understanding', 'money management skills'], 'education': ['training', 'learning', 'instruction']}","{'asset management': ['investment management', 'portfolio management', 'wealth management'], 'retirement financial products': ['pension products', 'retirement investment options', 'retirement savings vehicles'], 'credit and debt management': ['financial responsibility', 'debt control', 'credit management'], 'financial knowledge': ['financial literacy', 'financial understanding', 'money management skills'], 'lifestyle information': ['retirement living advice', 'retirement lifestyle tips', 'information on retired life']}","['은퇴금융', '재무설계', '자산관리', '연금보험', '신탁', '부동산투자', '아카데미', '교육', '훈련', '학습', '수강', '경제금융지식', '금융상품', '금융분야', '재무전문가', '금융정보', '생활정보', '은퇴생활', '노후준비', '이민', '여행', '호주', '한국주택금융공사', '누리집', '온라인', '수강신청', '서비스', '유튜브', '영상', '동영상', '컨텐츠', '링크', '은퇴준비', '은퇴', '준비', '자산', '노후', '투자', '금융지식', '재무관리', '금융상식', '자산운용', '투자전략', '신용부채관리', '신용조회', '부채상환', '신용등급관리', '대출', '세금특강', '세금면제', '세법정보', '세금계산서', '세금환급']","은퇴금융 아카데미는 은퇴 준비에 필요한 경제 금융 지식과 은퇴 생활 정보를 제공하는 교육입니다. 이 교육은 자산 관리, 은퇴금융 상품, 신용 부채 관리 등 다양한 주제로 구성되어 있습니다. 한국주택금융공사가 무료로 제공하며, 온라인으로 언제든지 수강할 수 있습니다."
91,노령층지원,노령층지원_06.html,노인 일자리 및 사회활동 지원,Support for elderly employment and social activities,Various job and social activity support for the elderly,"The service provides various job opportunities and social activities for the elderly, including participation in community service programs, support for vulnerable groups, volunteering at public facilities, and horse racing activities. It also offers employment opportunities in the social service sector, market-based businesses, job referrals, senior internships, and support for elderly-friendly companies.",Elderly individuals,"The service is targeted towards individuals who are 60 years old and above, including recipients of basic pensions aged 65 and above. Some programs have a minimum age requirement of 65, while others allow participation from the age of 60.","{'elderly': ['senior citizens', 'older adults', 'aged individuals'], 'employment': ['job opportunities', 'work placements', 'career options'], 'social activities': ['community engagement', 'participation in society', 'social involvement'], 'basic pension recipients': ['individuals receiving basic pensions', 'people with basic pension benefits', 'retirees with pension support'], 'senior citizens': ['elderly individuals', 'older people', 'senior population']}","{'job opportunities': ['employment options', 'work placements', 'career prospects'], 'social activities': ['community engagement', 'participation in society', 'social involvement'], 'community service': ['public service', 'volunteer work', 'social contribution'], 'senior internships': ['internship programs for seniors', 'work experience for older adults', 'career development for the elderly'], 'elderly-friendly companies': ['age-friendly businesses', 'senior-friendly employers', 'companies supporting the elderly']}","['노인 일자리', '사회활동 지원', '공익활동', '사회서비스형 선도모델', '시장형사업단', '취업알선형', '시니어인턴십', '고령자친화기업', '기초연금 수급자']","노인 일자리 및 사회활동 지원은 65세 이상의 노인들에게 다양한 일자리와 사회활동을 제공하여 자립과 활발한 사회참여를 도모하는 프로그램입니다. 이 프로그램은 사회활동 공익활동, 사회서비스형 선도모델, 노인 일자리 사회서비스형, 시장형사업단, 취업알선형, 시니어인턴십, 그리고 고령자친화기업으로 구분되며, 각각 다른 내용과 지원 방법을 가지고 있습니다."
92,노령층지원,노령층지원_07.html,"노인복지관, 경로당 이용",The service provides various cultural and educational programs for the elderly at local senior welfare centers and community centers.,The service offers cultural and educational programs for the elderly at senior welfare centers and community centers.,The service operates a range of cultural and educational programs within local senior welfare centers and community centers to support the social participation and cultural enjoyment of the elderly.,The service is targeted towards the elderly.,The service is aimed at providing support and opportunities for social participation and cultural enjoyment for the elderly.,"{'elderly': ['senior citizens', 'older adults', 'aged individuals'], 'seniors': ['elderly people', 'older individuals', 'aged adults']}","{'cultural programs': ['arts programs', 'cultural activities', 'creative programs'], 'educational programs': ['learning programs', 'knowledge-based activities', 'educational activities'], 'senior welfare centers': ['elderly care centers', 'senior support facilities', 'retirement centers'], 'community centers': ['local centers', 'neighborhood centers', 'community hubs']}","['노인복지관', '경로당', '사회참여', '문화향유', '어르신', '프로그램', '운영', '다양함', '대상', '서비스', '어르신들', '사회적활동', '이용', '지원', '복지프로그램', '문화', '교육', '프로그램운영', '사회환경', '노인복지', '동네', '사회참여활동', '모임', '환경', '다양한문화', '자원봉사', '노인서비스', '지역사회', '돌봄', '문화행사', '재미있는활동', '건강증진', '소통', '맞춤형서비스', '방문돌봄', '인근', '오락', '건강', '문화성장', '애니메이션', '교류', '분위기', '보호자', '친구', '향유', '주변', '생활편의', '무료', '연령대별', '체력증진']","노인복지관과 경로당은 어르신들에게 사회 참여와 문화 향유를 지원하기 위해 다양한 프로그램을 운영합니다. 이 서비스는 대상 어르신들에게 제공되며, 별도의 신청 없이 이용할 수 있습니다."
93,노령층지원,노령층지원_08.html,디지털배움터,"디지털배움터 is a service that provides free ICT education on digital basics and daily life (mobile, kiosk, etc.) through the Digital Learning Center.",The content of 디지털배움터 includes ICT education on digital basics and daily life.,"디지털배움터 offers free ICT education on digital basics and daily life through the Digital Learning Center. This includes learning about digital skills and how to use technology in everyday life, such as mobile devices and kiosks.",디지털배움터 is available for all citizens.,"디지털배움터 is a service that is available to all citizens of South Korea. It aims to provide ICT education to anyone who wants to learn, regardless of age or background.","{'citizens': ['residents', 'people', 'inhabitants'], 'South Korea': ['Korea', 'Republic of Korea', 'ROK'], 'ICT education': ['digital education', 'technology education', 'information and communication technology education']}","{'ICT education': ['digital education', 'technology education', 'information and communication technology education'], 'digital basics': ['basic digital skills', 'fundamental digital knowledge', 'essential digital understanding'], 'daily life': ['everyday life', 'day-to-day activities', 'routine'], 'mobile': ['mobile devices', 'smartphones', 'cell phones'], 'kiosk': ['self-service machine', 'interactive terminal', 'automated booth']}","['디지털배움터', '디지털교육', '무료교육', '온라인신청', '국민전체', '대국민서비스', '국민교육', '국민역량강화', '생활ICT', '디지털기초', '온라인교육', '모바일', '키오스크', '한국지능정보사회진흥원', '관공서', '정부기관', '국가지원', '정보화사회', '온라인신청', '실시간신청', '온라인신청시스템', '신청절차', '신청방법', '디지털배움터누리집', '교육신청', '디지털학습환경', '온라인교육플랫폼', '온라인학습', '문의전화번호', '고객센터', '전화상담', '연락처', '컴퓨터활용능력', '디지털리터러시', '생활스마트', '디지털사회', '모바일교육', '모바일어플리케이션', '모바일기반교육', '모바일플랫폼', '스마트폰교육', '생활ICT교육', '모바일결제', '전자서명', '공공IT서비스', '디지털대중교통']","디지털배움터는 국민 전체를 대상으로 하는 서비스로, 무료로 디지털 기초교육과 ICT 활용 교육을 제공합니다. 온라인을 통한 신청 또는 전화로 신청할 수 있으며, 한국지능정보사회진흥원에서 운영합니다."
94,노령층지원,노령층지원_09.html,어르신 문화활동 지원,Support for cultural activities for the elderly,Customized cultural and artistic activities for the elderly,"The service offers free cultural and artistic activities tailored to the elderly, such as music, theater, dance, photography, and traditional arts. It also organizes a nationwide Silver Culture Festival.",Elderly citizens aged 60 and above,The service is targeted towards citizens aged 60 and above who are interested in participating in cultural and artistic activities.,"{'elderly citizens': ['senior citizens', 'older adults', 'aging population'], '60 and above': ['seniors', 'retirees', 'elderly population'], 'cultural activities': ['artistic activities', 'cultural events', 'creative pursuits']}","{'customized activities': ['tailored programs', 'personalized events', 'individualized experiences'], 'music': ['musical performances', 'live music', 'melodies'], 'theater': ['drama', 'stage performances', 'theatrical shows'], 'dance': ['dancing', 'choreography', 'movement'], 'photography': ['photo-taking', 'capturing images', 'visual art'], 'traditional arts': ['heritage arts', 'classical arts', 'folk traditions'], 'free': ['complimentary', 'cost-free', 'no charge'], 'Silver Culture Festival': ['Senior Culture Festival', 'Elderly Culture Festival', 'Aging Culture Festival'], 'nationwide': ['across the country', 'throughout the nation', 'nationwide'], 'cultural facilities': ['art venues', 'cultural centers', 'arts institutions']}","['어르신 문화활동', '무료 문화예술활동', '실버문화페스티벌', '지역적 특성', '음악', '연극', '무용', '사진', '전통분야', '음악, 연극, 무용, 사진, 전통분야', '문화원, 문화의 집', '매년 프로그램 운영 내용 변경', '한국문화원연합회', '지역문화진흥팀']","어르신 문화활동 지원은 60세 이상 국민을 대상으로, 지역적 특성에 맞추어 어르신 맞춤형 문화예술활동을 무료로 제공하고 전국단위 실버문화페스티벌을 개최하는 서비스입니다. 문화원, 문화의 집 등 가까운 문화시설을 통해 이용할 수 있습니다."
95,노령층지원,노령층지원_10.html,치매검진 지원,The service provides support for dementia screening.,The service includes free dementia screening and additional diagnostic tests if necessary.,"The service offers free dementia screening at public health centers nationwide. If further diagnostic tests are needed, they can be conducted at contracted hospitals with partial financial support.",The service is targeted towards individuals aged 60 and above for screening and diagnosis.,"The service is available for individuals aged 60 and above who require early screening or have an income below 120% of the median income (648,2000 KRW for a family of four).","{'dementia screening': ['dementia test', 'memory screening', 'cognitive assessment'], '60 years and above': ['seniors', 'elderly population', 'older adults'], 'income below 120% of median income': ['low-income individuals', 'financially disadvantaged', 'economically vulnerable']}","{'dementia screening': ['dementia test', 'memory screening', 'cognitive assessment'], 'diagnostic tests': ['additional tests', 'further examinations', 'specialized assessments'], 'public health centers': ['health clinics', 'community health centers', 'government healthcare facilities'], 'contracted hospitals': ['partner hospitals', 'affiliated medical centers', 'collaborating clinics'], 'financial support': ['partial funding', 'financial assistance', 'subsidized costs']}","['치매검진 지원', '치매선별검사', '정밀검사', '추가진단검사', '무료검사', '어르신', '만60세이상', '인지능력저하', '소득기준', '선별검사', '인지선별검사(CIST)', '무료실시', '보건복지상담센터', '진단검사', '치매척도검사', '치매신경인지검사', '일상생활척도검사', '검사비지원', '감별검사', '혈액검사', '간기능검사', '신장기능검사', '뇌영상촬영', '협약병원', '병의원', '종합병원', '상급종합병원', '검사비지원', '치매상담콜센터', '치매안심센터', '신청방법', '문의방법', '전국서비스', '보건복지상담센터', '전화번호', '경로자문가능', '치매상담콜센터', '전화상담', '친절상담사']","치매검진 지원 서비스는 만 60세 이상 어르신을 대상으로 하며, 선별검사와 진단·감별검사를 제공합니다. 검사는 전국 보건소에서 무료로 실시되며, 정밀검사가 필요한 경우 협약병원에서 추가 검사를 받을 수 있습니다."
96,노령층지원,노령층지원_11.html,치매치료 관리비 지원사업,The dementia treatment management support program provides financial assistance for medication and medical expenses for dementia patients.,"The program provides a maximum monthly payment of 30,000 won for the patient's co-payment for medication and medical expenses.","The dementia treatment management support program offers financial assistance to dementia patients by covering a portion of their medication and medical expenses. The program provides a maximum monthly payment of 30,000 won to help alleviate the financial burden of the patient's co-payment.",The target of the program is dementia patients aged 60 and above who are taking dementia medication and have a monthly income below 120% of the median income.,"The target of the dementia treatment management support program is individuals aged 60 and above who have been diagnosed with dementia and are currently taking dementia medication. To be eligible for the program, the individual must have a monthly income below 120% of the median income, which is equivalent to 6,482,000 won for a family of four.","{'dementia patients': ['patients with dementia', 'individuals with dementia', 'people suffering from dementia'], '60 and above': ['seniors', 'elderly individuals', 'people aged 60+'], 'dementia medication': ['medication for dementia', 'drugs for treating dementia', 'therapeutic drugs for dementia'], 'monthly income': ['income per month', 'earnings on a monthly basis', 'financial resources received monthly'], '120% of median income': ['income below 120% of the median', 'earnings lower than 120% of the average', 'financial resources less than 120% of the middle value']}","{'medication expenses': ['cost of medication', 'drug expenses', 'pharmaceutical expenditures'], 'medical expenses': ['healthcare costs', 'medical bills', 'treatment expenses'], 'co-payment': [""patient's share"", 'out-of-pocket payment', 'portion paid by the individual'], 'financial assistance': ['financial support', 'economic aid', 'monetary help'], 'maximum monthly payment': ['highest monthly payout', 'top limit of monthly disbursement', 'maximum amount given per month']}","['치매치료제', '치매약', '치매약물', '치매진료비', '치매치료비', '노인환자', '어르신', '노령자', '중위소득 120%', '소득조건', '소득기준', '저소득층', '생계안정', '본인부담금', '금액지원', '치매치료비지원', '지원금액', '무료진료', '신청방법', '신청서류', '보건소신청', '안내센터', '의료협력', '치매안심센터', '치매지원센터', '치매예방센터', '치매정보센터', '보건소', '보건복지상담센터', '상담센터', '복지관련상담', '복지문의', '민원상담', '치매상담콜센터', '치매상담전화', '위기상담', '가족상담', '심리지원', '최대 지급액', '총연간결제액', '카드사용액', '금액한도', '환급요청', '월 3만 원', '고액수혜자', '낮은소득자', '지원한도', '급여추가']","치매치료 관리비 지원사업은 중위소득 120% 이하의 60세 이상 치매환자를 대상으로, 복용중인 치매치료제와 진료비의 본인부담금을 최대 월 3만 원까지 지원하는 것이 목적입니다. 신청은 보건소 치매안심센터에서 하실 수 있으며, 문의는 보건복지상담센터(☎129) 또는 치매상담콜센터(☎1899-9988)로 할 수 있습니다."
97,노령층지원,노령층지원_12.html,노인 안검진 및 개안수술,The service provides eye examinations and cataract surgery for elderly individuals.,The service includes eye examinations and cataract surgery for eligible elderly individuals.,"The service offers two types of eye examinations: a primary examination which includes a detailed eye test, and a secondary examination which includes a detailed eye test, eye pressure test, refraction test, and adjustment test. The service also covers the full cost of cataract surgery for elderly individuals with eye diseases such as cataracts and retinal diseases.","The service is targeted towards individuals aged 60 and above, with priority given to low-income individuals for eye examinations, and to basic livelihood recipients, vulnerable groups, and single-parent elderly individuals for cataract surgery.","The service is available for individuals aged 60 and above, with a focus on low-income individuals for eye examinations. For cataract surgery, the service is available for basic livelihood recipients, vulnerable groups, and single-parent elderly individuals. The service aims to provide support to those who require eye examinations and cataract surgery but may have financial difficulties.","{'elderly individuals': ['senior citizens', 'older adults', 'aging population'], 'eye examinations': ['eye tests', 'vision screenings', 'ophthalmic examinations'], 'cataract surgery': ['cataract operation', 'lens replacement surgery', 'ocular surgery'], 'low-income': ['financially disadvantaged', 'economically challenged', 'underprivileged'], 'basic livelihood recipients': ['basic living allowance recipients', 'subsistence support beneficiaries', 'minimum livelihood aid recipients'], 'vulnerable groups': ['marginalized populations', 'at-risk communities', 'disadvantaged individuals'], 'single-parent elderly individuals': ['elderly individuals living alone', 'elderly individuals without a spouse', 'elderly individuals with single parenthood']}","{'eye examinations': ['eye tests', 'vision screenings', 'ophthalmic examinations'], 'cataract surgery': ['cataract operation', 'lens replacement surgery', 'ocular surgery'], 'primary examination': ['initial examination', 'first-stage examination', 'preliminary test'], 'secondary examination': ['follow-up examination', 'second-stage examination', 'comprehensive test'], 'detailed eye test': ['thorough eye examination', 'comprehensive eye assessment', 'in-depth vision test'], 'eye pressure test': ['intraocular pressure test', 'tonometry', 'glaucoma test'], 'refraction test': ['vision test', 'visual acuity test', 'eyeglass prescription test'], 'adjustment test': ['accommodation test', 'focusing test', 'eye muscle test'], 'eye diseases': ['ocular diseases', 'ophthalmic conditions', 'vision disorders'], 'retinal diseases': ['retinal disorders', 'retinal conditions', 'retinal abnormalities']}","['노인 안검진', '시각검사', '안압검사', '굴절검사', '최첨단 안전검사', '개안수술', '높은 비율의 성공률', '신체 기능 회복', '간편한 치료 방법', '전문 의료진의 안내', '대상 구분', '노인 안검진 지원 대상', '개안수술 지원 대상', '대상 연령 제한', '소득 및 가정 상태 조건', '지원 내용', '안전하고 정확한 안저검사', '다양한 검사 항목 포함', '개인에게 맞는 안경 처방', '안질환수술 비용 지원', '신청 방법', '시군구 및 보건소 문의', '신청 조건 확인', '서류 준비 및 제출', '핵심 포인트', '정밀 안저검사 중요성', '안질환자 개안수술 필요성', '비율 높은 성공률', '기본생활 수급자 및 한부모 가족 우선', '비급여 지원 대상', '개안수술 관련 이외 질병 치료비 지원 제외', '진료비 발생 시 지원 결정 전에 발생한 비용', '지원 기관 및 연락처', '보건복지상담센터(☎129)', '한국실명예방재단(☎02-718-1102)']","노인 안검진 및 개안수술은 60세 이상의 노인들을 대상으로 저소득층을 우선적으로 지원하는 서비스입니다. 안검진은 정밀 안저검사와 함께 안압검사, 굴절검사 등을 포함한 총 4가지 종류의 검사로 이루어져 있습니다. 개안수술은 백내장이나 망막질환과 관련된 안질환자들에게 수술비용 전액 지원이 됩니다."
98,노령층지원,노령층지원_13.html,노인 틀니 지원,The service provides support for dentures for elderly individuals.,The service covers the cost of complete or partial dentures.,The service offers financial assistance for the production of complete dentures (resin or metal) or partial dentures (metal with ring support). The individual is responsible for a portion of the cost.,The service is available for individuals aged 65 and above.,The service is available for individuals aged 65 and above who either have no teeth in their upper or lower gums (complete dentures) or have remaining teeth that can be used for partial dentures.,"{'elderly': ['senior citizens', 'older adults', 'aged individuals'], 'dentures': ['false teeth', 'dental prosthetics', 'dental appliances'], 'complete dentures': ['full dentures', 'total dentures', 'complete dental prosthetics'], 'partial dentures': ['removable partial dentures', 'partial dental prosthetics', 'partial false teeth'], '65 and above': ['65+', 'seniors', 'retirees']}","{'complete dentures': ['full dentures', 'total dentures', 'complete dental prosthetics'], 'partial dentures': ['removable partial dentures', 'partial dental prosthetics', 'partial false teeth'], 'cost': ['expense', 'price', 'payment'], 'financial assistance': ['financial support', 'financial aid', 'financial help'], 'resin': ['acrylic', 'plastic', 'polymer'], 'metal': ['metallic', 'steel', 'alloy'], 'ring support': ['clasp support', 'retentive support', 'attachment support']}","['노인 틀니', '완전틀니', '부분틀니', '건강보험', '의료급여', '비용', '대상자 등록 신청', '치과 병·의원', '의료급여수급자', '전용 세정제']","노인 틀니는 만 65세 이상의 어르신을 대상으로 하며, 완전틀니와 부분틀니 각각의 경우에 대해 지원합니다. 건강보험 및 의료급여 수혜자는 일부비용만 본인이 부담하며, 신청은 치과 병·의원 또는 관할 공공기관에서 등록할 수 있습니다."
99,노령층지원,노령층지원_14.html,노인 치과 임플란트 지원,The service provides support for dental implants for elderly individuals.,The service covers a portion of the cost for dental implant procedures.,"The service offers financial assistance for dental implant procedures, with the individual only having to pay a portion of the cost. This support is available for a maximum of two implants throughout the individual's lifetime.",The service is targeted towards individuals aged 65 and above who have partial edentulism (missing teeth).,"The service is specifically for individuals aged 65 and above who have partial edentulism, which refers to the condition where some teeth are missing in the upper or lower jaw. However, individuals who have complete edentulism (no teeth at all) are not eligible for this support.","{'elderly': ['senior citizens', 'older adults', 'aged individuals'], 'dental implants': ['tooth implants', 'dental prosthetics', 'oral implants'], 'partial edentulism': ['missing teeth', 'partially toothless', 'incomplete dentition'], '65 and above': ['65+', 'seniors', 'retirees'], 'support': ['assistance', 'aid', 'help']}","{'dental implant procedures': ['implant surgeries', 'tooth replacement surgeries', 'oral implant treatments'], 'cost': ['expenses', 'charges', 'fees'], 'financial assistance': ['financial support', 'monetary aid', 'economic help'], 'maximum of two implants': ['up to two implants', 'a maximum of two dental prosthetics', 'two implant limit'], 'lifetime': ['entire life', 'whole lifespan', 'lifetime duration']}","['노인 치과 임플란트 지원', '노인치과이식지원', '노인임플란트지원', '치과임플란트대상', '치과임플란트비용지원', '임플란트보조금', '노인부분무치악환자', '치아빠진노인환자', '윗임플란트지원', '아래임플란트지원', '윗잇몸/아랫잇몸 일부 치아 빠진 상태', '일부치아없음', '미아치아', '부분치아결손', '부분무치악환자', '무치악', '건강보험 차상위 의료급여 1종', '차상위의료급여', '의료급여1종', '의료급여수급자', '수급자', '의료비지원', '의료급여지원', '의료지원금', '의료비보조', '대상자 등록 신청', '등록신청방법', '지원신청절차', '사전등록요청', '접수장소', '지원신청서류', '국민건강보험공단', '건강보험공단', '공단연락처', '국민보건보험사무실', '건강보험사업소', '건강보험센터', '보건복지상담센터', '상담센터', '복지상담센터', '환우상담소', '건강정보상담', '기관연락처', '임플란트 비용 지원', '임플란트비용까다로움', '임플란트비용부담', '카라티시즘산볼린을위한지출지원', '치과치료의혜택', '의료서비스에있는비용지원', '평생 2개의 임플란트 지원', '임플란트2개지원횟수', '지원한계금액', '임플란트보급정책', '치과보조수단', '임플란트제한횟수']","노인 치과 임플란트 지원은 65세 이상 부분무치악 환자를 대상으로 하며, 윗잇몸 또는 아랫잇몸에 일부 치아가 없는 상태를 말합니다. 해당 서비스는 치과 임플란트 비용의 일부만을 본인이 부담하고, 평생 2개의 임플란트를 지원합니다."
100,노령층지원,노령층지원_15.html,노인 무릎인공관절 수술 지원,The service provides support for knee joint replacement surgery for elderly individuals.,"The service covers the cost of medical examinations, treatment, and surgery for knee joint replacement.","The service supports elderly individuals who are in need of knee joint replacement surgery by covering the expenses for medical examinations, treatment, and surgery. The support includes the cost of one knee joint replacement surgery, with a personal contribution of 1.2 million won for one knee.",The service is targeted towards elderly individuals who require knee joint replacement surgery.,"The service is available for elderly individuals aged 60 and above who are basic livelihood recipients, low-income individuals, or single parents and require knee joint replacement surgery. The eligibility criteria align with the health insurance coverage standards for knee joint replacement surgery.","{'elderly individuals': ['senior citizens', 'older adults', 'aged individuals'], 'knee joint replacement surgery': ['knee arthroplasty', 'knee replacement surgery', 'knee joint surgery'], 'basic livelihood recipients': ['people receiving basic livelihood support', 'individuals on basic livelihood assistance', 'beneficiaries of basic livelihood support'], 'low-income individuals': ['people with low income', 'individuals in financial need', 'economically disadvantaged individuals'], 'single parents': ['unmarried parents', 'sole parents', 'individuals raising children alone']}","{'medical examinations': ['medical tests', 'diagnostic procedures', 'health check-ups'], 'treatment': ['therapy', 'care', 'medical intervention'], 'surgery': ['operation', 'surgical procedure', 'surgical intervention'], 'cost': ['expense', 'price', 'financial burden'], 'knee joint replacement': ['knee arthroplasty', 'knee replacement', 'knee joint surgery'], 'personal contribution': ['individual payment', ""patient's share"", 'out-of-pocket cost'], 'support': ['assistance', 'aid', 'help'], 'expenses': ['costs', 'expenditures', 'outlays'], 'one knee': ['single knee', 'one side', 'one leg'], 'health insurance coverage': ['medical insurance benefits', 'insurance reimbursement', 'healthcare coverage']}","['노인', '무릎인공관절 수술', '기초생활수급자', '차상위계층', '한부모가족', '인공관절 치환술', '검사비 지원', '진료비 지원', '수술비 지원', '본인부담금 지원']","60세 이상의 기초생활수급자, 차상위계층, 한부모가족 등을 대상으로 무릎인공관절 수술을 필요로 하는 노인을 지원하는 프로그램이다. 인공관절 치환술(무릎관절)에 대한 검사비, 진료비 및 수술비 본인부담금을 지원한다."
